"Top Level Organization","Opportunity Owner","Created By","Opportunity Name","Brand/Logo","Opportunity Record Type","Stage","? Estimated ACV","Expansion ACV Increase","?Opportunity Locations","Location Cohort","Created Date","Close Date","Age","Lead Source","Trade Show","Opportunity Notes","Loss Reason Notes","?Type of Contract","Count Balance","Count Base/Insights","Count Compass","Count Guard","Count Recover","Count Re-engage","Count TruROI","Count TruROI+","Count White Glove"
"Shelby's Shawarma","Matt Bullock","Jimmy Schrepel","Shelby's Shawarma - Shelby's Shawarma  - 59","Shelby's Shawarma","New Business","Closed Lost","35400.00","","59","MM","2/10/2026","3/12/2026","30.0000000000","SDR","","2/13/26: - Prospect: Shelby?s Shawarma (franchisor). Primary contact: Andrew Kirkwood (Ops/leadership). SF owner: Matt Bullock.
- Current state: Canada exclusivity with Uber; uses Revel POS, Deliverect; exploring data aggregation tools (Hang, Sophie, Noe). Third-party mix ?40% of sales; last 7 days ?$450k on 3P; per-store 3P annual ?$750k. Mix of corporate and franchise locations.
- Pain points: Chargebacks vary by location; unclear driver/ops accountability; reconciliation complexity with Uber co-funded promos (varied 50/50, 60/40, credits/debits with differing cadences); need unbiased performance data; difficulty engaging internal teams due to bandwidth; strong need for concise visuals/video to socialize internally.
- Loop fit: Modular (Recover/chargebacks, True ROI/marketing, Balance/reconciliation, Guard/downtime). Three-way reconciliation (Revel + 3P orders + payouts). Claims 10?15% improvement in marketing spend efficacy; unbiased campaign prescriptions.
- Objections/risks: Considering broader data aggregators; skepticism due to Deliverect accuracy; no existing Loop demo video?visuals required to progress.
- Next steps: Matt to send concise visuals (slides or short demo) by Tue (before/after leadership meeting at 1 pm) so Andrew can circulate same-day. Potential follow-up: targeted breakouts with Finance and Marketing if interest.","no response","Standard","0","0","0","0","0","0","0","0","0"
"Little Caesars- Logan Connor","Olivia Johnson","Olivia Johnson","Little Caesars- Logan Connor - Little Caesars -","Little Caesars","New Business","New - Meeting Set","0.00","","","Unknown","2/10/2026","3/12/2026","24.0000000000","SDR","","","","Standard","0","0","0","0","0","0","0","0","0"
"Marcos Pizza- Aashish Agarwal","James Chavious","Olivia Johnson","Marcos Pizza- Aashish Agarwal - Marco's Pizza -","Marco's Pizza","New Business","Demo","1200.00","","2","SMB","2/10/2026","3/12/2026","24.0000000000","SDR","","","","Standard","0","0","0","0","0","0","0","0","0"
"Henry Management Group","Clay Arvizu","Brad Dressler","Henry Management Group - McDonald's -","McDonald's","New Business","Closed Lost","600.00","","1","SMB","2/10/2026","3/12/2026","30.0000000000","SDR","","","Timing - stopped responding after telling us Corey "" said he was just getting set up with yall and couldn?t really give me any feedback"" gave him other mcds examples but hasn't responded","Standard","0","0","0","0","0","0","0","0","0"
"DLS Subs LLC","Alexis Marrero","Brad Dressler","DLS Subs LLC - Jersey Mike's Subs -","Jersey Mike's Subs","New Business","New - Meeting Set","3000.00","","5","SMB","2/10/2026","3/12/2026","24.0000000000","SDR","","","","Standard","0","0","0","0","0","0","0","0","0"
"Abedi McDonalds","Simon Salomon","Simon Salomon","Abedi McDonalds - McDonald's -","McDonald's","New Business","Demo","14304.00","","8","SMB","2/10/2026","3/12/2026","24.0000000000","Inbound","","2/13/26: Follow-up with Abedi McDonald?s (Brian Abedi, Jim A.) on Loop modules and contract. Key takeaways:
- Interest: Strong interest in Recover (refund disputes), Guard (store uptime), and Balance (bookkeeping/live P&L). Re-engage and Marketing Plan Gen discussed; may add later.
- Data/Compliance: ISO certified, SOC 2 compliant. Ability to use RxCamView NVR access for CCTV evidence (Uber Eats supports video uploads now; DoorDash likely soon). No direct web portal needed if app/recordings accessible.
- Performance benchmarks (2025 system-wide for McD?s): 63% average win rate on total disputable dollars; ~$450/location/month sales saved via uptime. Strategy prioritizes higher-value disputes to preserve platform reputation; phased by volume.
- Ops insights valued: Leaderboards, driver wait time analysis, error item analysis; suggestion to segment promo-related item disputes noted for product team.
- Pricing shared: Modular, flat fee. Suggested package for 8 stores: Recover + Guard + Balance at $149/location/mo; $100/location implementation (marketing plan gen is +$150/location if added). Annual contract; can mix/match stores per module.
- Next steps: Simon to email overview + draft contract (to Brian, CC Jim) for Recover, Guard, Balance. Customer evaluating PAR/Delegate and Otter this week; decision ETA Wed/Thu next week. They prefer NDA/contract in place before deeper data sharing.
- Actions: Send contract and recap; confirm camera access approach and average video clip duration/retention (open question). Schedule 15?min contract/Q&A call with Jim.
2/10/26: - Prospect: McDonald?s franchisee (Brian Abedi, Jim A.); 8 locations
- Current state: Manually disputing chargebacks; self-reported 40?50% win rate; strong in-house marketing (Uber Eats 4×, DoorDash ~2× growth); concerned about data sharing and security
- Interests: Chargeback recovery and store uptime; cautious on True ROI (marketing) due to existing success; open to bookkeeping and review reply automation
- Key concerns: Pricing model (prefers flat vs %), 12?month commitment without performance clause, desire for verified aggregate McDonald?s win-rate data; security/compliance (SOC 2), CCTV integration specifics
- Our positioning: Flat fee $99/loc/mo for Recover + Guard (uptime); $149 incl. Re?Engage; +$50 for Balance (bookkeeping); annual contract; typical 70%+ win rate; AI+human disputes; CCTV evidence integration; uptime restores in 3?5 min; transparency via dashboard and store-level reports
- Action items:
 - Provide aggregate McDonald?s-wide win-rate data (ideally last 12 months) and clarify premium vs regular member impact, if available
 - Confirm security posture (SOC 2, data encryption, data segregation) and data sharing policies (no cross-client strategy sharing)
 - Detail CCTV integration options (supported systems, process, requirements) and how non-CCTV stores perform
 - Clarify re-dispute process and evidence requirements
 - Share references (McDonald?s operators) in their region
- Next step: Follow-up meeting Friday, same time; Simon to send invite and prep above answers. Potential scope: start with Recover + Guard for all 8 locations; defer marketing.","","Standard","0","0","0","0","0","0","0","0","0"
"Popeyes- Rubina Karim","Olivia Johnson","Olivia Johnson","Popeyes- Rubina Karim - Popeye's Louisiana Kitchen -","Popeye's Louisiana Kitchen","New Business","No Show","1200.00","","2","SMB","2/10/2026","3/12/2026","30.0000000000","SDR","","","","Standard","0","0","0","0","0","0","0","0","0"
"Anitas New Mexico Style Restaurants (Anitas Corp)","Matt Bullock","Vianny Gutierrez","Anitas New Mexico Style Restaurants (Anitas Corp)","","New Business","No Show","6000.00","","10","MM","2/10/2026","3/12/2026","30.0000000000","SDR","","","","Standard","0","0","0","0","0","0","0","0","0"
"Duchess Restaurants","James Chavious","Peter Milillo","Duchess Restaurants- Corporate- 12","Duchess Restaurants","New Business","New - Meeting Set","7200.00","","12","MM","2/10/2026","4/8/2026","24.0000000000","SDR","","","","Standard","0","0","0","0","0","0","0","0","0"
"Big Time Restaurant Group","James Chavious","Peter Milillo","Big Time Restaurant Group - Corporate- 18","","New Business","New - Meeting Set","10800.00","","18","MM","2/10/2026","3/4/2026","24.0000000000","SDR","","","","Standard","0","0","0","0","0","0","0","0","0"
"Alpaca Peruvian Charcoal Chicken","Simon Salomon","Peter Milillo","Alpaca Peruvian Charcoal Chicken - Corporate - 20","","New Business","Demo","19200.00","","16","MM","2/10/2026","3/10/2026","24.0000000000","SDR","","2/11/26: - Prospect: Alpaca Peruvian Chicken (?19 stores, 20th opening in 1?2 months). Attendees: Cruz Michelle (Biz Dev Mgr on behalf of Sanjay), Nicole (Marketing). 
- Third-party delivery mix: ?hefty chunk,? estimated ~30% of revenue; primary platform Uber Eats; also on DoorDash; some Grubhub presence. 
- AUV: $1.8M?$4.5M per location. Rough total revenue estimate discussed: ~$50M; third-party ~$15M. 
- Pain points/interest: High interest in chargeback/refund recovery; currently no dedicated owner and only recently learned they could dispute refunds via Uber. Open to marketing optimization on third-party; asked about listings; marketing owned by Nicole. Uptime monitoring interest to be explored; need to assess store shutdown frequency and process. 
- Value framing shared: Typical error rate ~3% ? potential $450k annual loss; Loop automated recovery improves win rate from ~22% manual to 50?90%. Marketing: avoid blanket spend, double-dipping, and cannibalization; location-level automation and insights. Uptime tool saves 27?32 mins per incident. 
- Next steps: Cruz to email current third-party error/refund rate; schedule follow-up meeting for deeper dive (recovery sizing, marketing goals, uptime process). 
- Stakeholders: Sanjay (exec sponsor), Cruz (BD), Nicole (Marketing). Potential strong ROI; recovery likely to cover broader platform fees.","","Standard","0","0","0","0","0","0","0","0","0"
"North Italia","Tyrell Belle","Tyrell Belle","North Italia - North Italia - 51","North Italia","New Business","New - Meeting Set","30600.00","","51","MM","2/10/2026","3/12/2026","24.0000000000","SDR","","","","Standard","0","0","0","0","0","0","0","0","0"
"McDonald's - Bay Area Restaurant Management","James Chavious","James Chavious","McDonald's - Bay Area Restaurant Management - McDonald's -","McDonald's","New Business","Closed Won","45144.00","","38","MM","2/10/2026","2/11/2026","1.0000000000","Self Sourced","","","","Standard","0","0","0","1","1","1","0","0","0"
"Chiddy's Cheesteaks","Chandler Zombek","Chandler Zombek","Chiddy's Cheesteaks - Chiddy's Cheesesteaks -","Chiddy's Cheesesteaks","New Business","New - Meeting Set","0.00","","","Unknown","2/11/2026","3/13/2026","23.0000000000","SDR","","","","Standard","0","0","0","0","0","0","0","0","0"
"Small Sliders- Kirk Douglas","Olivia Johnson","Olivia Johnson","Small Sliders- Kirk Douglas - Small's Sliders -","Small's Sliders","New Business","Demo","2400.00","","4","SMB","2/11/2026","3/13/2026","23.0000000000","SDR","","","","Standard","0","0","0","0","0","0","0","0","0"
"Little Caesars- Chris Elwell","Olivia Johnson","Olivia Johnson","Little Caesars- Chris Elwell - Little Caesars -","Little Caesars","New Business","New - Meeting Set","2400.00","","4","SMB","3/2/2026","4/1/2026","4.0000000000","SDR","","","","Standard","0","0","0","0","0","0","0","0","0"
"MicWo3 Management","Alexis Marrero","Brad Dressler","MicWo3 Management - McDonald's -","McDonald's","New Business","Demo","1800.00","","3","SMB","2/11/2026","3/13/2026","23.0000000000","SDR","","2/12/26: Prospect: Mike Wokutch (McDonald?s franchisee, 3 stores). Partner: Aprio (Kelly Zorger + Jamila for onboarding). Prospect previously demoed with Saif; setup stalled. Mike wants to proceed now via Aprio.
Scope: Start with Chargeback Recovery + Financial Reconciliation (?balance and recovery?) only; include Loop reporting/aggregations across 3POs. Declined Guard/downtime monitoring for now (may add later). Pricing to follow Aprio partner rates; Alexis to confirm and send contract to Aprio (kelly.zorger@aprio.com), include Mike on welcome/onboarding email.
Next steps: Alexis to investigate prior handoff, draft/send agreement to Aprio, trigger welcome email with integration instructions (emails to add for DoorDash/Uber, etc.). Aprio to support onboarding; Mike to set up necessary 3PO email access changes. Owner: Alexis Marrero.","","Standard","0","0","0","0","0","0","0","0","0"
"Wheeler Organization","Sarra Herlich","Brad Dressler","Wheeler Organization - McDonald's -","McDonald's","New Business","Demo","8400.00","","14","MM","2/11/2026","3/13/2026","23.0000000000","SDR","","","","Standard","0","0","0","0","0","0","0","0","0"
"DeGidio's","Sarra Herlich","Sarra Herlich","DeGidio's","","New Business","Closed Won","1788.00","","1","SMB","2/13/2026","3/6/2026","21.0000000000","Inbound","","","","Standard","1","0","0","0","1","0","1","0","0"
"Seaview","Simon Salomon","Chandler Zombek","Seaview - Little Caesars -","Little Caesars","New Business","No Show","1800.00","","3","SMB","2/11/2026","3/13/2026","30.0000000000","SDR","","","","Standard","0","0","0","0","0","0","0","0","0"
"Druxy's Famous Deli","James Chavious","Josue Sanchez","Druxy's Famous Deli - Druxy's Famous Deli -","Druxy's Famous Deli","New Business","Demo","14400.00","","24","MM","2/11/2026","3/13/2026","23.0000000000","SDR","","2/11/26: - Prospect: Druxy?s Famous Deli (24 locations; franchise model). Primary contact: Peter Druxerman (external). 
- Current 3P mix: Uber ?80% of delivery volume; also on DoorDash and Skip. Uses Deliverect for order aggregation into POS. 
- Commissions/Promos: 24% commission; runs primarily BOGO promos. Skeptical on paid ads; believes Uber/3P ad ROI is poor and billing is confusing. Uber contributes partially to promo funding; charges $0.99/order when promo active. 
- Volume: Uber alone ?$2M annual sales. 
- Pain points: 
 - Chain-wide promo management on Skip/DoorDash ?near impossible?; Uber easier operationally. 
 - Wants clarity on true ROI/attribution and on downtime/error drivers. 
 - Chargebacks largely perceived as driver-caused (missing drinks, no pick-up, false ?store closed?); believes store error/downtime near 0% except internet outages; a few stores throttle/turn off during rush. 
- Loop value pitched: chargeback recovery (2% leakage benchmark; 80%+ recovery), golden metrics ops improvement (error rate/downtime), true ROI attribution and marketing optimization, root-cause reporting, store throttling visibility. 
- Pricing discussed: starts at $49 USD/location/month for marketing/attribution module; higher tiers include chargeback recovery/analytics. 
- Next steps: Peter agreed to a complimentary Headroom Analysis (lookback on last 30?90 days for error rate, downtime, marketing ROI, chargebacks). James to send access instructions template; review results ~5?6 business days post-access and schedule follow-up. 
- Salesforce: Owner James Chavious. Potential ROI example surfaced: ~$32K USD annual recovery across 24 stores if 2% leakage holds and 80% recovered.","","Standard","0","0","0","0","0","0","0","0","0"
